@relation 'adult-data-training-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R4,14-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0'

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute salary {>50K,<=50K}

@data
0.000102,State-gov,1,0.000028,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000102,<=50K
0.000539,Private,1,0.000067,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.000385,<=50K
0.000119,Self-emp-not-inc,1,0.000026,Separated,Other-service,Not-in-family,White,Female,0,0,0.000062,<=50K
0.000104,Private,1,0.000049,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0.000198,<=50K
0.000423,Private,1,0.000121,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,0.000403,>50K
0.000186,Self-emp-not-inc,1,0.000049,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.000176,>50K
0.000428,Local-gov,1,0.000082,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0.000365,<=50K
0.000138,Private,1,0.000049,Never-married,Sales,Own-child,White,Female,0,0,0.000162,<=50K
0.000169,Private,1,0.000035,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000153,>50K
0.000732,Private,0.999998,0.000329,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,0.001756,<=50K
0.000094,Local-gov,1,0.000039,Never-married,Protective-serv,Own-child,Black,Male,0,0,0.000145,<=50K
0.000366,Private,1,0.000119,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,0.000373,>50K
0.000295,Private,1,0.000052,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000238,>50K
0.000252,Private,0.994772,0.000126,Never-married,Prof-specialty,Own-child,White,Male,0.102121,0,0.000621,>50K
0.000194,Private,1,0.000051,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000204,>50K
0.00016,Private,1,0.000047,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000118,<=50K
0.00027,Private,1,0.000078,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.000349,>50K
0.000173,Private,1,0.000059,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000182,>50K
0.000179,Private,1,0.000017,Widowed,Sales,Unmarried,Black,Female,0,0,0.000085,<=50K
0.000128,Federal-gov,1,0.000031,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000173,>50K
0.000187,Private,1,0.000099,Never-married,Prof-specialty,Own-child,White,Male,0,0,0.000315,<=50K
0.000107,Private,1,0.000033,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000167,<=50K
0.000367,Self-emp-not-inc,0.999857,0.000107,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.01688,0.000358,>50K
0.000146,Private,1,0.000049,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.000194,>50K
0.000102,Private,1,0.00003,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000213,>50K
0.000137,Private,0.999978,0.000046,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.006693,0.000176,>50K
0.000069,?,1,0.000033,Never-married,?,Own-child,White,Female,0,0,0.000099,<=50K
0.000208,Self-emp-inc,1,0.000094,Never-married,Farming-fishing,Own-child,White,Male,0,0,0.000729,<=50K
0.000353,Private,0.999691,0.000072,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.024867,0,0.000321,>50K
0.000435,Private,1,0.000149,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000544,<=50K
0.000187,Private,1,0.000054,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000246,>50K
0.000203,Private,1,0.000029,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000166,<=50K
0.000372,Private,0.9999,0.000072,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.014153,0.000358,>50K
0.000199,Private,1,0.000053,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000293,>50K
0.000738,Private,0.971772,0.000204,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.23592,0,0.000785,>50K
0.000072,State-gov,1,0.000021,Divorced,Tech-support,Unmarried,White,Female,0,0,0.000083,<=50K
0.000424,State-gov,1,0.000089,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000395,>50K
0.000235,Self-emp-inc,0.999891,0.00007,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.014781,0.000376,>50K
0.000617,Private,0.999999,0.000252,Never-married,Other-service,Not-in-family,White,Female,0,0,0.001122,<=50K
0.000168,Private,0.999914,0.000024,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0.013087,0.00024,<=50K
0.00011,Private,1,0.00005,Never-married,Farming-fishing,Own-child,White,Male,0,0,0.000125,<=50K
0.000203,Local-gov,1,0.000057,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,0.00022,>50K
0.001359,Private,0.997095,0.000453,Divorced,Prof-specialty,Not-in-family,White,Female,0.076147,0,0.000518,<=50K
0.000558,Self-emp-inc,1,0.000177,Widowed,Prof-specialty,Unmarried,White,Female,0,0,0.000545,<=50K
0.000902,Private,0.999998,0.000436,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.001455,<=50K
0.000265,Self-emp-inc,1,0.00005,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000331,>50K
0.000093,Private,1,0.000029,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.000037,>50K
0.000112,Private,1,0.000044,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000185,<=50K
0.000811,Private,0.999999,0.000376,Never-married,Tech-support,Not-in-family,Black,Male,0,0,0.000869,<=50K
0.000047,Federal-gov,1,0.000028,Never-married,Tech-support,Own-child,White,Male,0,0,0.000017,<=50K
0.000069,Private,0.999394,0.000033,Never-married,Sales,Not-in-family,White,Male,0.034812,0,0.000118,>50K
0.000338,Private,1,0.000129,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,0.000397,>50K
0.00017,Private,1,0.000036,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.000182,>50K
0.000087,Private,0.999862,0.000029,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.016623,0,0.000128,>50K
0.000177,Private,1,0.000071,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,0.000237,<=50K
0.000146,Private,1,0.00003,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000152,>50K
0.000059,Private,1,0.000024,Never-married,Sales,Unmarried,White,Female,0,0,0.000094,<=50K
0.000137,Private,1,0.000036,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.000144,<=50K
0.00034,Local-gov,1,0.000059,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.00034,>50K
0.000277,Private,1,0.000045,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0.000182,>50K
0.000146,Private,1,0.000023,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0.000276,<=50K
0.000583,Private,0.996136,0.000148,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.087819,0,0.000228,>50K
0.000849,Federal-gov,0.999999,0.000235,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,0.000722,>50K
0.000279,Private,1,0.000054,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000262,<=50K
0.000096,Local-gov,1,0.000029,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.000128,>50K
0.000096,Private,1,0.000038,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,0.000167,<=50K
0.000343,Private,1,0.000111,Divorced,Sales,Own-child,White,Male,0,0,0.000686,<=50K
0.000761,Private,0.98168,0.000235,Never-married,Sales,Not-in-family,White,Male,0.190533,0,0.000906,>50K
0.000218,Private,1,0.000038,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000192,>50K
0.00018,Private,0.999333,0.000045,Married-civ-spouse,Transport-moving,Husband,White,Male,0.036513,0,0.0003,>50K
0.000203,Private,1,0.000113,Never-married,Sales,Own-child,White,Male,0,0,0.000169,<=50K
0.000125,State-gov,1,0.000026,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000114,<=50K
0.000174,Private,1,0.000066,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000256,>50K
0.000217,?,0.999982,0.000023,Married-civ-spouse,?,Husband,White,Male,0.006,0,0.000134,<=50K
0.000341,Private,1,0.000108,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000333,>50K
0.001663,Local-gov,0.999998,0.000373,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0.001434,<=50K
0.000133,Private,1,0.000029,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,0.000127,<=50K
0.000103,Private,1,0.000033,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000166,>50K
0.000098,Private,0.999984,0.000038,Married-civ-spouse,Sales,Husband,White,Male,0,0.005719,0.000145,>50K
0.000155,Private,1,0.000048,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.000118,<=50K
0.000205,Private,0.999926,0.000058,Married-civ-spouse,Sales,Husband,White,Male,0,0.012155,0.00032,>50K
0.000075,?,1,0.000039,Never-married,?,Own-child,White,Female,0,0,0.000089,<=50K
0.000075,Private,1,0.000037,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,0.000166,<=50K
0.000612,Private,1,0.000113,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000322,>50K
0.000778,Private,0.999999,0.000375,Never-married,Other-service,Not-in-family,White,Male,0,0,0.001153,<=50K
0.000379,Private,1,0.00004,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,0.000499,>50K
0.000237,Self-emp-not-inc,1,0.000096,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.00052,>50K
0.000166,State-gov,1,0.000068,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000245,>50K
0.000108,Private,1,0.000049,Separated,Sales,Unmarried,White,Female,0,0,0.000212,<=50K
0.000134,Private,0.999978,0.000034,Divorced,Transport-moving,Not-in-family,White,Male,0,0.006664,0.00023,<=50K
0.000262,Private,1,0.000102,Never-married,Sales,Own-child,White,Male,0,0,0.000398,<=50K
0.000315,Private,1,0.000111,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.00051,>50K
0.000323,Private,1,0.00012,Widowed,Prof-specialty,Unmarried,White,Female,0,0,0.000295,>50K
0.000088,Private,1,0.000029,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.00011,<=50K
0.000287,Private,1,0.000073,Divorced,Sales,Not-in-family,White,Male,0,0,0.000281,>50K
0.000142,Private,1,0.000047,Never-married,Sales,Not-in-family,White,Male,0,0,0.000262,>50K
0.000185,Federal-gov,1,0.000051,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0.000225,<=50K
0.000138,Self-emp-not-inc,0.999631,0.000048,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0.027161,0,0.000186,>50K
0.000145,Local-gov,1,0.000032,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000129,>50K
0.000478,Private,0.999838,0.000097,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.018012,0.000429,>50K
0.000208,Local-gov,1,0.00005,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.000357,>50K
0.000282,Self-emp-not-inc,1,0.000083,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000385,<=50K
0.000268,Private,1,0.000064,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,0.000236,>50K
0.000492,Private,1,0.00009,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,0.000672,<=50K
0.000126,Private,1,0.000051,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000136,<=50K
0.000542,State-gov,1,0.000106,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.000372,<=50K
0.000127,Private,1,0.000029,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0.000059,>50K
0.000406,Self-emp-inc,1,0.000064,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000356,<=50K
0.000284,Private,1,0.000065,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,0.000291,>50K
0.00059,?,1,0.000093,Widowed,?,Unmarried,White,Female,0,0,0.000295,<=50K
0.000697,Federal-gov,0.989371,0.000259,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.145406,0,0.000797,>50K
0.000089,Private,1,0.000034,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000104,>50K
0.000218,Private,0.999882,0.000048,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.015359,0,0.000213,<=50K
0.000335,Local-gov,1,0.000105,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.000419,<=50K
0.000148,Federal-gov,0.999661,0.000022,Divorced,Exec-managerial,Not-in-family,White,Male,0.026029,0,0.000099,>50K
0.00012,Private,0.965385,0.000039,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.260828,0,0.000156,>50K
0.000168,Self-emp-inc,1,0.000044,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000247,<=50K
0.000577,Self-emp-not-inc,0.999602,0.000078,Divorced,Exec-managerial,Not-in-family,White,Female,0.02819,0,0.000138,<=50K
0.000246,Local-gov,1,0.000067,Divorced,Craft-repair,Unmarried,White,Male,0,0,0.000299,<=50K
0.000323,Self-emp-inc,1,0.000068,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000301,<=50K
0.000057,Private,1,0.000018,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0.000092,<=50K
0.00018,Private,1,0.000028,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000124,<=50K
0.000408,Private,1,0.000091,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0.000246,<=50K
0.000191,Private,1,0.000045,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.000201,<=50K
0.000285,Self-emp-inc,0.999955,0.000045,Married-civ-spouse,Sales,Husband,White,Male,0,0.009521,0.00015,>50K
0.000205,Local-gov,1,0.000072,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.000222,>50K
0.000074,Private,1,0.000024,Never-married,Sales,Not-in-family,White,Female,0,0,0.00012,<=50K
0.000238,Private,0.999922,0.000067,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0.012514,0.000181,>50K
0.00021,Self-emp-not-inc,1,0.000054,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.000595,<=50K
0.000205,Private,0.997028,0.00008,Never-married,Adm-clerical,Not-in-family,White,Male,0.07704,0,0.000284,>50K
0.000298,Self-emp-not-inc,1,0.000025,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000034,<=50K
0.000183,Private,1,0.00004,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.000179,<=50K
0.000053,Private,1,0.000024,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.000097,<=50K
0.000227,Private,0.875644,0.000048,Married-civ-spouse,Sales,Husband,White,Male,0.482957,0,0.00029,>50K
0.000106,Private,1,0.000053,Never-married,Tech-support,Own-child,White,Female,0,0,0.000212,<=50K
0.000307,?,1,0.000146,Never-married,?,Other-relative,White,Female,0,0,0.000485,<=50K
0.000109,Private,1,0.000038,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,0.000189,<=50K
0.000054,Private,1,0.000017,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,0.000114,<=50K
0.000148,State-gov,0.998002,0.00004,Divorced,Prof-specialty,Unmarried,White,Male,0.063181,0,0.000113,>50K
0.000543,Private,1,0.000151,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.000679,<=50K
0.000048,Private,1,0.000019,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.000068,>50K
0.000236,Private,1,0.000062,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0.000199,<=50K
0.000583,Private,0.999999,0.000162,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000971,>50K
0.000265,Private,0.99928,0.000052,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.037947,0,0.000208,>50K
0.000138,Private,1,0.000039,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.000173,>50K
0.000251,Private,0.999907,0.000065,Married-civ-spouse,Sales,Husband,White,Male,0,0.013646,0.000287,>50K
0.000098,Private,1,0.000038,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000191,<=50K
0.000288,?,0.993795,0.000066,Never-married,?,Not-in-family,White,Male,0.11123,0,0.000354,>50K
0.000346,Private,1,0.000091,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.00033,>50K
0.001886,Private,0.980463,0.000272,Married-civ-spouse,Sales,Husband,White,Male,0.196696,0,0.000314,>50K
0.000327,Private,1,0.000085,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0.000355,<=50K
0.000136,Private,1,0.00003,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000121,>50K
0.000401,Private,1,0.000164,Never-married,Sales,Not-in-family,White,Male,0,0,0.00073,<=50K
0.000155,Private,1,0.000078,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0.000173,<=50K
0.000147,Local-gov,1,0.000044,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,0.000118,>50K
0.000221,Private,1,0.000058,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.00026,<=50K
0.000095,?,1,0.000048,Never-married,?,Own-child,White,Female,0,0,0.00019,<=50K
0.000129,Private,1,0.000036,Never-married,Farming-fishing,Own-child,White,Male,0,0,0.000161,<=50K
0.000189,Private,1,0.00004,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,0.000249,<=50K
0.000807,Private,0.999999,0.000165,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,0.000734,<=50K
0.000089,Private,1,0.000046,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000182,<=50K
0.000421,Private,1,0.000098,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,0.000392,<=50K
0.000251,State-gov,1,0.000069,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000214,>50K
0.00019,Private,1,0.000099,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000304,<=50K
0.000868,?,1,0.000107,Widowed,?,Not-in-family,White,Female,0,0,0.000178,<=50K
0.000266,Private,1,0.000059,Widowed,Other-service,Unmarried,White,Female,0,0,0.000266,<=50K
0.000298,?,1,0.000094,Married-civ-spouse,?,Wife,White,Female,0,0,0.00034,>50K
0.000103,Private,1,0.000051,Separated,Sales,Unmarried,Black,Female,0,0,0.000206,<=50K
0.000147,Private,1,0.000079,Never-married,Other-service,Own-child,White,Female,0,0,0.000244,<=50K
0.000091,Private,1,0.000038,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,0.000176,<=50K
0.000179,Private,1,0.000054,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000166,>50K
0.001158,Local-gov,0.999999,0.000196,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.001178,>50K
0.00046,Private,1,0.000067,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.000297,>50K
0.000619,Private,1,0.000159,Divorced,Other-service,Not-in-family,White,Female,0,0,0.000317,<=50K
0.00025,Private,1,0.000053,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000213,<=50K
0.000384,Self-emp-inc,0.995139,0.000167,Married-civ-spouse,Sales,Husband,White,Male,0.098478,0,0.00064,>50K
0.000193,Private,0.997246,0.000064,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.074162,0,0.000222,>50K
0.000183,Self-emp-not-inc,1,0.000074,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000286,>50K
0.001721,Private,0.998083,0.000438,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.061846,0.001251,>50K
0.000346,Private,1,0.000062,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.000346,>50K
0.00013,Local-gov,1,0.000068,Never-married,Craft-repair,Own-child,White,Male,0,0,0.00013,<=50K
0.00013,Local-gov,1,0.000042,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000186,<=50K
0.000254,Private,1,0.000046,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000203,>50K
0.000139,Private,1,0.000043,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000165,>50K
0.000172,Private,0.999804,0.00005,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0.019814,0,0.000153,>50K
0.000253,Local-gov,1,0.000054,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.000204,<=50K
0.000103,Private,1,0.000044,Never-married,Sales,Not-in-family,White,Male,0,0,0.00024,<=50K
0.00026,Private,1,0.000075,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000335,<=50K
0.000113,?,1,0.00006,Never-married,?,Own-child,White,Male,0,0,0.000239,<=50K
0.000117,Private,1,0.000037,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.000114,>50K
0.000409,Private,0.999912,0.000054,Widowed,Adm-clerical,Not-in-family,White,Female,0,0.013276,0.000181,<=50K
0.000364,?,0.99975,0.000153,Married-civ-spouse,?,Wife,White,Female,0,0.022351,0.000235,>50K
0.000149,Private,1,0.000018,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.000142,<=50K
0.000093,Private,1,0.00004,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.0002,>50K
0.00009,Local-gov,1,0.000027,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.000108,<=50K
0.000163,Private,1,0.000043,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0.000192,<=50K
0.000711,Private,1,0.000113,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000451,<=50K
0.000459,Private,0.999999,0.000178,Never-married,Other-service,Own-child,White,Male,0,0,0.00102,<=50K
0.000167,Private,0.999903,0.000064,Separated,Sales,Not-in-family,White,Male,0,0.013908,0.000246,>50K
0.000117,Private,1,0.000039,Never-married,Craft-repair,Own-child,Black,Male,0,0,0.000174,<=50K
0.000242,Private,1,0.000038,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000188,>50K
0.000277,Private,1,0.000109,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0.000269,>50K
0.000319,Private,1,0.000078,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,0.00024,<=50K
0.000681,Self-emp-inc,0.999999,0.000248,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000928,<=50K
0.000244,?,0.999957,0.000064,Married-civ-spouse,?,Husband,Black,Male,0,0.009297,0.000293,>50K
0.000298,Private,0.982902,0.000066,Divorced,Craft-repair,Not-in-family,White,Male,0.184129,0,0.000371,>50K
0.000352,Private,1,0.000063,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,0.000387,<=50K
0.000241,Self-emp-not-inc,1,0.000071,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0.000263,>50K
0.000207,Private,1,0.000046,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.000184,>50K
0.000178,Private,1,0.00001,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,0.000137,<=50K
0.000181,Private,1,0.000076,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000351,>50K
0.000171,Private,1,0.000093,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.000286,<=50K
0.000598,Private,1,0.000142,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.00063,>50K
0.000273,Private,1,0.000045,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,0.000199,<=50K
0.000187,Private,1,0.000054,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000166,>50K
0.000239,Private,1,0.000052,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000233,>50K
0.000114,Private,1,0.000028,Never-married,Exec-managerial,Own-child,White,Male,0,0,0.000184,<=50K
0.000062,Local-gov,1,0.000024,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.000069,<=50K
0.000071,Private,1,0.000035,Never-married,Other-service,Not-in-family,White,Male,0,0,0.000142,<=50K
0.000498,Local-gov,1,0.000139,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000597,>50K
0.000523,Private,1,0.000084,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.000168,<=50K
0.000166,Private,1,0.000065,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000252,<=50K
0.000365,Federal-gov,1,0.000091,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0.000228,>50K
0.000146,Private,1,0.000023,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000133,>50K
0.000128,Private,1,0.000024,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000095,>50K
0.00027,Self-emp-not-inc,1,0.0001,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.000498,<=50K
0.000287,Federal-gov,1,0.000134,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000359,>50K
0.000196,Local-gov,1,0.000065,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000581,>50K
0.000074,Private,1,0.000037,Never-married,Sales,Own-child,White,Female,0,0,0.000092,<=50K
0.000408,Private,1,0.000065,Widowed,Other-service,Not-in-family,White,Female,0,0,0.000259,<=50K
0.000561,Private,0.999894,0.000116,Divorced,Transport-moving,Unmarried,White,Male,0,0.014528,0.000991,<=50K
0.000202,Private,1,0.000034,Widowed,Sales,Not-in-family,White,Female,0,0,0.00005,<=50K
0.000275,Private,1,0.00007,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.000234,>50K
0.000555,Local-gov,0.999743,0.000091,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0.022651,0.000403,>50K
0.000763,Private,0.999999,0.000176,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.000783,>50K
0.000492,Self-emp-not-inc,1,0.000108,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.00048,>50K
0.000108,Private,1,0.000041,Never-married,Other-service,Other-relative,White,Male,0,0,0.000135,<=50K
0.000188,Self-emp-not-inc,1,0.000023,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,0.000036,<=50K
