@relation adult-data-training-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute salary {>50K,<=50K}

@data
0.575342,Private,Some-college,0.6,Divorced,Other-service,Unmarried,White,Female,0,0.316327,United-States,<=50K
0.328767,Private,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.397959,United-States,>50K
0.410959,Local-gov,Masters,0.866667,Divorced,Prof-specialty,Unmarried,White,Female,0,0.44898,United-States,<=50K
0.465753,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.433196,0.397959,United-States,>50K
0.328767,Local-gov,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0.397959,United-States,<=50K
0.479452,Private,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.857143,United-States,>50K
0.30137,Private,11th,0.4,Never-married,Prof-specialty,Unmarried,White,Female,0,0.295918,Puerto-Rico,<=50K
0.205479,Private,11th,0.4,Divorced,Sales,Not-in-family,White,Male,0,0.428571,United-States,>50K
0.39726,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.178082,Self-emp-inc,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.433196,0.479592,United-States,>50K
0.109589,Private,Assoc-acdm,0.733333,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.255102,United-States,<=50K
0.246575,Private,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.397959,Mexico,<=50K
0.287671,Private,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.5,United-States,>50K
0.452055,Private,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.436639,0.5,?,>50K
0.164384,Federal-gov,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.479592,United-States,<=50K
0.260274,Private,Some-college,0.6,Never-married,Sales,Not-in-family,White,Male,0,0.5,United-States,<=50K
0.09589,State-gov,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.193878,United-States,<=50K
0.383562,Private,Some-college,0.6,Divorced,Exec-managerial,Unmarried,White,Female,0,0.397959,United-States,<=50K
0.315068,Private,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.876712,Private,9th,0.266667,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0.040816,United-States,<=50K
0.246575,Private,Bachelors,0.8,Married-civ-spouse,Sales,Wife,White,Female,0,0.295918,United-States,>50K
0.39726,Self-emp-inc,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.602041,United-States,>50K
0.123288,Private,Some-college,0.6,Never-married,Farming-fishing,Other-relative,White,Female,0,0.653061,United-States,<=50K
0.219178,Private,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.616438,Private,HS-grad,0.533333,Widowed,Adm-clerical,Not-in-family,White,Female,0,0.377551,United-States,<=50K
0.178082,Self-emp-not-inc,HS-grad,0.533333,Never-married,Sales,Unmarried,White,Male,0,0.663265,United-States,<=50K
0.191781,Private,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.602041,United-States,>50K
0.30137,Private,HS-grad,0.533333,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.397959,United-States,<=50K
0.452055,Local-gov,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.5,United-States,>50K
0.219178,Private,HS-grad,0.533333,Divorced,Adm-clerical,Own-child,Other,Female,0,0.653061,United-States,<=50K
0.287671,Private,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.397959,United-States,>50K
0.30137,Self-emp-inc,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.39726,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.44898,United-States,>50K
0.383562,Private,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,Canada,>50K
0.260274,Federal-gov,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.44898,United-States,>50K
0.479452,Private,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.39726,Private,1st-4th,0.066667,Separated,Other-service,Not-in-family,White,Female,0,0.397959,Mexico,<=50K
0.150685,Federal-gov,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.397959,United-States,>50K
0.356164,Private,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.397959,United-States,<=50K
0.39726,Private,7th-8th,0.2,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.379017,0.397959,China,<=50K
0.342466,Private,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.5,United-States,>50K
0.178082,Private,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.397959,United-States,>50K
0.150685,Private,7th-8th,0.2,Separated,Other-service,Own-child,White,Male,0,0.602041,Mexico,<=50K
0.493151,Self-emp-not-inc,Bachelors,0.8,Never-married,Sales,Unmarried,White,Male,0,0.602041,United-States,>50K
0.068493,Private,Assoc-acdm,0.733333,Never-married,Transport-moving,Not-in-family,White,Male,0,0.44898,United-States,<=50K
0.493151,Self-emp-not-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.554408,0.397959,United-States,>50K
0.246575,Private,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0.397959,?,>50K
0.109589,Private,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.433196,0.397959,United-States,>50K
0.260274,Private,11th,0.4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.5,United-States,<=50K
0.287671,Private,Assoc-voc,0.666667,Never-married,Craft-repair,Own-child,White,Male,0,0.397959,United-States,<=50K
0.342466,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.44898,United-States,>50K
0.191781,Private,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0.397959,United-States,<=50K
0.520548,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.433196,0.397959,United-States,>50K
0.109589,Private,HS-grad,0.533333,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0.244898,United-States,<=50K
0.452055,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0.397959,Philippines,>50K
0.082192,Private,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.397959,United-States,<=50K
0.465753,Private,9th,0.266667,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.397959,Mexico,<=50K
0.232877,Private,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.193878,United-States,>50K
0.424658,Self-emp-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.232877,Local-gov,HS-grad,0.533333,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.571429,United-States,>50K
0.424658,State-gov,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.09589,Private,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.346939,United-States,>50K
0.205479,Private,HS-grad,0.533333,Divorced,Adm-clerical,Own-child,White,Female,0,0.397959,United-States,<=50K
0.575342,Private,Some-college,0.6,Separated,Sales,Not-in-family,White,Male,0,0.602041,United-States,>50K
0.369863,Private,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.356164,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.44898,United-States,>50K
0.424658,Self-emp-not-inc,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.346939,United-States,>50K
0.287671,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.5,United-States,>50K
0.191781,Self-emp-inc,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.44898,United-States,>50K
0.328767,Local-gov,Assoc-voc,0.666667,Divorced,Craft-repair,Unmarried,White,Female,0,0.44898,United-States,<=50K
0.520548,Self-emp-inc,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.602041,United-States,>50K
0.493151,Self-emp-not-inc,Bachelors,0.8,Never-married,Sales,Unmarried,White,Male,0,0.602041,United-States,>50K
0.356164,Private,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.356164,Private,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,<=50K
0.356164,Private,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.5,United-States,>50K
0.452055,Private,Masters,0.866667,Married-civ-spouse,Craft-repair,Husband,White,Male,0.436639,0.44898,United-States,>50K
0.246575,Private,Bachelors,0.8,Never-married,Adm-clerical,Other-relative,White,Male,0,0.397959,United-States,<=50K
0.178082,Self-emp-not-inc,HS-grad,0.533333,Divorced,Craft-repair,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.410959,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,>50K
0.260274,Private,Bachelors,0.8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0.357143,United-States,>50K
0.054795,State-gov,Some-college,0.6,Never-married,Exec-managerial,Own-child,White,Male,0.367769,0.091837,United-States,<=50K
0.178082,Private,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.397959,United-States,>50K
0.287671,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.5,United-States,>50K
0.424658,Private,Assoc-acdm,0.733333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.44898,United-States,<=50K
0.342466,Private,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0.397959,United-States,>50K
0.356164,Local-gov,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.44898,United-States,>50K
0.410959,Federal-gov,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,>50K
0.808219,Self-emp-not-inc,Some-college,0.6,Widowed,Transport-moving,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.260274,Private,HS-grad,0.533333,Divorced,Sales,Unmarried,Black,Female,0,0.244898,United-States,<=50K
0.356164,State-gov,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.082192,Private,9th,0.266667,Never-married,Transport-moving,Own-child,White,Male,0,0.397959,United-States,<=50K
0.369863,Private,HS-grad,0.533333,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.397959,United-States,<=50K
0.246575,Self-emp-not-inc,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.5,United-States,<=50K
0.287671,Private,Some-college,0.6,Divorced,Prof-specialty,Not-in-family,White,Female,0,0.316327,United-States,<=50K
0.315068,Self-emp-not-inc,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.704082,United-States,>50K
0.383562,Private,HS-grad,0.533333,Separated,Craft-repair,Unmarried,Black,Female,0,0.397959,United-States,<=50K
0.191781,Self-emp-not-inc,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.356164,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.452055,?,Masters,0.866667,Married-spouse-absent,?,Other-relative,White,Male,0,0.397959,United-States,<=50K
0.616438,Self-emp-not-inc,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.346939,United-States,<=50K
0.178082,Private,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,<=50K
0.191781,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,<=50K
0.547945,Federal-gov,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0.397959,United-States,>50K
0.342466,Private,Bachelors,0.8,Separated,Tech-support,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.123288,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,Poland,<=50K
0.657534,Self-emp-not-inc,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.499082,0.091837,United-States,>50K
0.671233,Local-gov,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0.346939,Jamaica,>50K
0.232877,Private,HS-grad,0.533333,Married-civ-spouse,Other-service,Husband,White,Male,0,0.44898,United-States,<=50K
0.328767,Private,HS-grad,0.533333,Never-married,Sales,Unmarried,Black,Female,0,0.397959,United-States,<=50K
0.30137,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.534247,Private,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0.397959,United-States,<=50K
0.479452,Self-emp-inc,Some-college,0.6,Divorced,Exec-managerial,Not-in-family,White,Male,0,0.653061,United-States,>50K
0.315068,Private,HS-grad,0.533333,Separated,Adm-clerical,Unmarried,White,Female,0,0.367347,United-States,<=50K
0.328767,State-gov,HS-grad,0.533333,Never-married,Other-service,Not-in-family,White,Female,0,0.397959,United-States,<=50K
0.287671,Private,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,<=50K
0.506849,Self-emp-not-inc,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.602041,United-States,>50K
0.328767,Private,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.164384,Private,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.50023,0.397959,United-States,<=50K
0.465753,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,<=50K
0.150685,Private,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.44898,United-States,<=50K
0.506849,Private,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.5,United-States,>50K
0.219178,Private,Some-college,0.6,Divorced,Handlers-cleaners,Own-child,White,Male,0,0.397959,United-States,<=50K
0.369863,Self-emp-inc,Some-college,0.6,Never-married,Sales,Not-in-family,White,Male,0.518365,0.602041,United-States,<=50K
0.315068,Private,Doctorate,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.295918,United-States,>50K
0.041096,?,Some-college,0.6,Never-married,?,Own-child,White,Male,0,0.397959,United-States,<=50K
0.60274,Local-gov,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.013699,Private,HS-grad,0.533333,Never-married,Sales,Own-child,White,Female,0,0.244898,United-States,<=50K
0.383562,Private,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.397959,United-States,>50K
0.465753,Private,Some-college,0.6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0.204082,United-States,<=50K
0.493151,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.246575,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.545684,0.397959,United-States,<=50K
0.260274,Private,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,?,>50K
0.520548,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.5,United-States,>50K
0.013699,Private,HS-grad,0.533333,Never-married,Other-service,Own-child,White,Female,0,0.265306,United-States,<=50K
0.369863,Self-emp-not-inc,Some-college,0.6,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0.806122,Philippines,>50K
0.369863,Private,Masters,0.866667,Divorced,Exec-managerial,Unmarried,White,Female,0,0.397959,United-States,<=50K
0.205479,Private,Some-college,0.6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.397959,United-States,<=50K
0.150685,Private,HS-grad,0.533333,Married-civ-spouse,Other-service,Husband,White,Male,0,0.428571,United-States,<=50K
0.246575,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.545684,0.397959,United-States,<=50K
0.027397,?,Some-college,0.6,Never-married,?,Own-child,White,Female,0,0.193878,United-States,<=50K
0.479452,Private,Bachelors,0.8,Divorced,Prof-specialty,Unmarried,White,Female,0.402893,0.397959,United-States,>50K
0.09589,Private,HS-grad,0.533333,Never-married,Sales,Own-child,Black,Female,0,0.193878,United-States,<=50K
0.342466,Private,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.436639,0.5,United-States,>50K
0.479452,?,Masters,0.866667,Married-civ-spouse,?,Wife,White,Female,0,0.397959,United-States,>50K
0.287671,Self-emp-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.806122,United-States,>50K
0.150685,Private,HS-grad,0.533333,Married-civ-spouse,Other-service,Husband,White,Male,0,0.346939,United-States,<=50K
0.082192,Private,Some-college,0.6,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0.214286,United-States,<=50K
0.205479,Self-emp-not-inc,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.5,United-States,<=50K
0.30137,Private,Prof-school,0.933333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.479592,United-States,>50K
0.315068,Private,Assoc-voc,0.666667,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.397959,United-States,>50K
0.30137,Private,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.397959,United-States,<=50K
0.205479,Private,HS-grad,0.533333,Divorced,Adm-clerical,Unmarried,White,Female,0,0.397959,United-States,<=50K
0.383562,Self-emp-inc,Bachelors,0.8,Divorced,Exec-managerial,Unmarried,White,Male,0,0.5,United-States,>50K
0.561644,Private,Bachelors,0.8,Divorced,Craft-repair,Own-child,White,Female,0,0.193878,United-States,<=50K
0.410959,Self-emp-not-inc,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,>50K
0.315068,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.369863,Private,Bachelors,0.8,Divorced,Transport-moving,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.287671,Private,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.704082,United-States,>50K
0.30137,Private,HS-grad,0.533333,Never-married,Tech-support,Not-in-family,White,Male,0,0.438776,United-States,<=50K
0.287671,State-gov,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.397959,United-States,>50K
0.410959,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.561224,United-States,>50K
0.150685,Self-emp-not-inc,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.55102,United-States,<=50K
0.287671,Self-emp-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.806122,United-States,>50K
0.219178,?,Assoc-voc,0.666667,Married-civ-spouse,?,Own-child,White,Female,0,0.5,United-States,>50K
0.260274,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.369863,Local-gov,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.438776,United-States,>50K
0.260274,Private,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0.397959,Taiwan,>50K
0.123288,Federal-gov,HS-grad,0.533333,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0.397959,United-States,<=50K
0.109589,Local-gov,Some-college,0.6,Married-civ-spouse,Other-service,Husband,White,Male,0,0.397959,United-States,<=50K
0.123288,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.424242,0.602041,United-States,>50K
0.342466,Self-emp-not-inc,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,United-States,>50K
0.328767,Private,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,>50K
0.164384,Private,HS-grad,0.533333,Never-married,Adm-clerical,Other-relative,White,Male,0,0.397959,Mexico,<=50K
0.082192,Private,Some-college,0.6,Separated,Other-service,Not-in-family,White,Male,0.587466,0.397959,United-States,>50K
0.054795,Private,HS-grad,0.533333,Never-married,Craft-repair,Not-in-family,White,Male,0,0.397959,Guatemala,<=50K
0.205479,Private,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.397959,United-States,<=50K
0.465753,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,<=50K
0.39726,State-gov,HS-grad,0.533333,Never-married,Transport-moving,Not-in-family,Black,Male,0,0.397959,United-States,<=50K
0.150685,Private,Bachelors,0.8,Never-married,Exec-managerial,Own-child,White,Female,0.323232,0.397959,?,<=50K
0.246575,Private,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,<=50K
0.09589,?,Some-college,0.6,Never-married,?,Not-in-family,White,Male,0,0.397959,?,<=50K
0.452055,Private,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0.602041,United-States,<=50K
0.383562,Private,Some-college,0.6,Divorced,Other-service,Not-in-family,White,Female,0,0.397959,United-States,<=50K
0.260274,Private,Assoc-voc,0.666667,Divorced,Sales,Unmarried,White,Female,0,0.397959,United-States,<=50K
0.547945,Private,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,>50K
0.452055,Private,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,White,Female,0,0.5,United-States,>50K
0.342466,Self-emp-inc,Masters,0.866667,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0.50528,0.602041,India,>50K
0.506849,Private,HS-grad,0.533333,Widowed,Other-service,Unmarried,White,Female,0,0.397959,United-States,<=50K
0.30137,Federal-gov,Bachelors,0.8,Never-married,Adm-clerical,Not-in-family,White,Male,0.399679,0.397959,United-States,<=50K
0.150685,Private,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.602041,United-States,>50K
0.767123,Private,7th-8th,0.2,Married-civ-spouse,Sales,Husband,White,Male,0,0.295918,United-States,>50K
0.178082,Private,HS-grad,0.533333,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0.5,Dominican-Republic,<=50K
0.671233,?,Bachelors,0.8,Married-civ-spouse,?,Husband,White,Male,0.499082,0.397959,United-States,>50K
0.356164,State-gov,Doctorate,1,Separated,Prof-specialty,Unmarried,White,Female,0,0.397959,United-States,>50K
0.589041,Private,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,>50K
0.657534,Private,11th,0.4,Widowed,Sales,Other-relative,White,Female,0,0.193878,United-States,<=50K
0.328767,Self-emp-inc,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0.433196,0.55102,United-States,>50K
0.328767,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.273973,Private,11th,0.4,Divorced,Craft-repair,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.589041,Private,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.205479,Private,HS-grad,0.533333,Never-married,Transport-moving,Not-in-family,White,Male,0,0.602041,United-States,<=50K
0.260274,Private,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0.433196,0.346939,United-States,>50K
0.219178,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.653061,United-States,<=50K
0.164384,Self-emp-not-inc,Prof-school,0.933333,Divorced,Prof-specialty,Not-in-family,White,Male,0,0.602041,United-States,>50K
0.150685,Private,HS-grad,0.533333,Never-married,Transport-moving,Unmarried,White,Male,0,0.5,United-States,<=50K
0.410959,Private,Assoc-voc,0.666667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.397959,United-States,>50K
0.356164,Private,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.55102,United-States,>50K
0.616438,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.164384,Self-emp-inc,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.346939,United-States,>50K
0.260274,Private,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.55102,United-States,>50K
0.164384,State-gov,Assoc-voc,0.666667,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.397959,United-States,>50K
0.438356,Private,Prof-school,0.933333,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.55102,United-States,>50K
0.383562,Private,HS-grad,0.533333,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0.602041,United-States,>50K
0.369863,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.561644,Private,Some-college,0.6,Divorced,Adm-clerical,Unmarried,White,Female,0,0.459184,United-States,<=50K
0.520548,?,Assoc-acdm,0.733333,Married-civ-spouse,?,Husband,Black,Male,0,0.193878,United-States,>50K
