@relation 'adult-data-training-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R4,14'

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute salary {>50K,<=50K}

@data
31,Private,113364,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
30,Local-gov,118500,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
31,Self-emp-not-inc,312055,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,<=50K
24,Private,200089,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,>50K
55,Private,171015,9,Widowed,Sales,Unmarried,White,Female,0,0,40,<=50K
45,Private,204057,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
39,Private,192251,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,>50K
30,State-gov,48214,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,>50K
51,Local-gov,123011,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,>50K
41,Local-gov,37848,9,Never-married,Other-service,Unmarried,White,Female,0,0,25,<=50K
25,State-gov,187508,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
24,Private,204172,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,48,<=50K
27,Private,183523,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,>50K
36,Private,320811,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
49,Private,171301,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,<=50K
37,Private,243409,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,<=50K
36,Self-emp-not-inc,112497,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,40,>50K
54,Private,329266,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,>50K
52,Private,443742,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,<=50K
28,Private,198258,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
46,Private,109227,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,70,<=50K
41,Private,74775,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,<=50K
56,Private,357118,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,>50K
47,?,224108,9,Widowed,?,Unmarried,White,Female,0,0,40,<=50K
49,Private,180899,14,Divorced,Exec-managerial,Unmarried,White,Male,0,1755,45,>50K
36,Private,63509,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,>50K
49,Private,148549,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,>50K
55,Private,172666,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
55,State-gov,175127,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,38,>50K
38,Private,187847,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
23,Self-emp-inc,39844,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,<=50K
23,Private,348092,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,<=50K
46,Private,133616,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
35,Private,49749,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,>50K
29,Private,663394,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,<=50K
26,Self-emp-not-inc,109609,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,<=50K
21,Private,347292,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
31,Private,138416,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,56,<=50K
54,Private,215990,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
69,?,254834,13,Married-civ-spouse,?,Husband,White,Male,10605,0,10,>50K
53,Private,146378,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
29,Private,54411,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,<=50K
60,Private,202226,10,Divorced,Craft-repair,Own-child,White,Male,0,0,44,>50K
53,Private,313243,10,Separated,Craft-repair,Not-in-family,White,Male,0,2444,45,>50K
22,Private,408383,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,<=50K
33,Private,123157,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,38,<=50K
26,Private,358975,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,<=50K
35,Private,139770,9,Never-married,Adm-clerical,Own-child,White,Female,6849,0,40,<=50K
61,?,202106,9,Married-civ-spouse,?,Husband,White,Male,0,1902,40,>50K
48,Local-gov,177018,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K
51,Local-gov,26832,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
28,Private,98010,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
31,State-gov,151763,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,<=50K
27,Private,275110,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,80,>50K
29,Private,242597,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,<=50K
51,Private,310774,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K
39,Private,195253,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K
33,Private,104525,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
51,Self-emp-not-inc,149770,9,Divorced,Sales,Not-in-family,White,Female,0,0,44,<=50K
34,Private,160449,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,>50K
22,Private,43535,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
28,Private,94880,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,43,<=50K
48,Private,128460,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,>50K
43,Private,334991,10,Separated,Transport-moving,Unmarried,White,Male,4934,0,51,>50K
34,Private,120959,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
46,Private,213140,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
51,Local-gov,108435,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,>50K
61,Private,72442,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,>50K
26,Private,247025,9,Never-married,Protective-serv,Unmarried,White,Male,0,0,44,<=50K
36,Private,282092,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
24,Private,353010,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,10,<=50K
49,Private,240841,4,Divorced,Other-service,Unmarried,White,Female,0,0,35,<=50K
42,Self-emp-not-inc,201908,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,>50K
31,Private,165148,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,12,<=50K
51,Private,102904,9,Divorced,Sales,Unmarried,White,Female,0,0,43,<=50K
43,Private,34007,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
39,Private,150125,12,Divorced,Other-service,Unmarried,Black,Female,0,0,40,<=50K
19,Private,248339,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,<=50K
53,Private,341439,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,>50K
61,Self-emp-inc,119986,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K
20,Private,172232,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,<=50K
57,Private,180920,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,>50K
35,Private,66297,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,>50K
59,?,375049,9,Married-civ-spouse,?,Husband,White,Male,0,0,41,>50K
67,Private,105252,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
36,State-gov,183735,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
34,Private,509364,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
32,Private,283400,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K
49,Self-emp-inc,330874,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,>50K
30,Private,151773,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K
54,Private,35557,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,>50K
28,Private,271572,5,Never-married,Other-service,Other-relative,White,Male,0,0,52,<=50K
36,Federal-gov,51089,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,>50K
27,Private,288341,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,32,<=50K
51,Private,410114,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
34,Private,277314,12,Married-civ-spouse,Sales,Husband,Black,Male,0,1902,50,>50K
30,Private,132565,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,<=50K
90,Private,139660,10,Divorced,Sales,Unmarried,Black,Female,0,0,37,<=50K
67,Private,105252,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
27,Private,39665,9,Divorced,Sales,Unmarried,White,Female,0,0,37,<=50K
41,Federal-gov,197069,10,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,4650,0,40,<=50K
48,State-gov,353824,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,>50K
46,Private,181363,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
40,Private,234633,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
32,Private,188246,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
25,Private,208591,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,<=50K
18,Private,210311,9,Never-married,Sales,Own-child,White,Female,0,0,20,<=50K
66,Self-emp-not-inc,274451,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,>50K
40,Private,260761,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
56,Private,220187,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,>50K
43,Self-emp-not-inc,101534,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,15,>50K
24,Private,448026,13,Never-married,Sales,Own-child,White,Male,0,0,40,<=50K
36,Federal-gov,218542,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,>50K
27,Private,106039,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,50,<=50K
38,Private,105150,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,>50K
34,Private,193036,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,>50K
42,Local-gov,193537,4,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,35,<=50K
19,Private,125010,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,<=50K
50,Private,150941,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,44,<=50K
44,Private,174283,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K
29,Private,31935,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
42,Private,183319,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
47,Private,202322,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
42,Private,366180,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,>50K
47,Private,199058,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K
33,Private,162572,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,>50K
48,Private,148995,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
53,Local-gov,205005,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,>50K
17,Private,132755,7,Never-married,Sales,Own-child,White,Male,0,0,15,<=50K
29,Local-gov,177398,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,>50K
33,Self-emp-not-inc,427474,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
54,Private,86837,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,>50K
48,Private,141511,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K
45,Private,266860,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
59,Private,109638,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
31,State-gov,29152,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
45,Private,172822,7,Divorced,Transport-moving,Not-in-family,White,Male,0,2824,76,>50K
34,Private,157747,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,>50K
65,Private,123965,13,Widowed,Other-service,Not-in-family,White,Female,0,0,40,<=50K
63,Self-emp-inc,80572,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,>50K
60,?,268954,10,Married-civ-spouse,?,Husband,White,Male,0,0,12,>50K
47,Private,379118,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,>50K
32,State-gov,92003,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,>50K
51,Local-gov,203334,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,>50K
45,Local-gov,148254,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,<=50K
46,Federal-gov,78022,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K
46,Self-emp-inc,191978,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,50,>50K
45,Private,99971,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,<=50K
55,Self-emp-not-inc,422249,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
48,Private,254291,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
20,Private,133515,10,Never-married,Sales,Other-relative,White,Female,0,0,40,<=50K
47,Private,144351,9,Divorced,Craft-repair,Unmarried,White,Male,0,625,40,<=50K
37,Private,401998,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,20,<=50K
58,Private,275859,9,Widowed,Craft-repair,Unmarried,White,Male,8614,0,52,>50K
47,Local-gov,134671,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
19,?,211553,10,Never-married,?,Own-child,White,Female,0,0,35,<=50K
50,Private,178530,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K
53,Private,229465,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,>50K
23,Private,300275,9,Never-married,Sales,Not-in-family,White,Male,0,0,48,<=50K
42,Private,187795,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,>50K
22,Private,235853,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,<=50K
50,Local-gov,50178,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,55,<=50K
76,Private,199949,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,20051,0,50,>50K
61,Self-emp-not-inc,84409,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
35,Federal-gov,20469,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K
31,Self-emp-not-inc,325355,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,>50K
49,Self-emp-inc,158685,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2377,40,>50K
21,Private,119704,10,Never-married,Sales,Unmarried,White,Female,0,0,35,<=50K
29,Private,289991,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,55,<=50K
50,Private,44368,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
28,Self-emp-inc,115705,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,<=50K
35,Self-emp-not-inc,198841,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K
33,Private,129529,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K
27,?,60726,9,Never-married,?,Own-child,Black,Male,0,0,40,<=50K
21,Private,175374,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
21,Private,156980,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,<=50K
44,Private,340885,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,40,>50K
18,Private,34125,6,Never-married,Other-service,Own-child,White,Female,0,0,28,<=50K
52,Private,74275,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45,>50K
65,Private,143175,10,Widowed,Sales,Other-relative,White,Female,0,0,45,<=50K
27,Private,262478,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,<=50K
21,Private,30619,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,<=50K
34,Private,115066,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,>50K
44,Private,116391,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K
39,Private,316211,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,>50K
41,Federal-gov,197069,10,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,4650,0,40,<=50K
59,Private,193335,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
21,?,176356,10,Never-married,?,Own-child,White,Female,0,0,10,<=50K
34,Local-gov,226443,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,>50K
57,Private,47857,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,>50K
37,Self-emp-inc,99452,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,>50K
24,Self-emp-inc,60668,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
40,Private,286370,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K
17,Private,156501,8,Never-married,Other-service,Own-child,White,Female,0,0,16,<=50K
24,Private,172496,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,<=50K
32,Self-emp-not-inc,174789,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K
30,Self-emp-inc,78530,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,>50K
64,Self-emp-not-inc,388625,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,>50K
47,Private,88564,3,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,<=50K
33,Private,150154,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
44,State-gov,141858,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,75,>50K
61,Self-emp-inc,61040,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,36,>50K
62,Private,161460,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,<=50K
49,Private,133917,11,Never-married,Sales,Other-relative,Black,Male,0,0,40,<=50K
34,Private,430554,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
30,Private,229772,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
60,Private,165517,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
34,State-gov,56964,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,>50K
42,Private,385591,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
70,Self-emp-not-inc,124449,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,>50K
40,Private,126845,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K
52,Local-gov,512103,10,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,<=50K
37,Private,34173,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
35,Local-gov,103260,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,>50K
28,Private,25955,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K
29,Federal-gov,184723,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,>50K
32,Private,34104,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,>50K
59,Private,126677,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
58,Private,142924,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,>50K
47,Private,284871,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,>50K
24,Private,498349,13,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,<=50K
34,Private,134737,13,Never-married,Sales,Own-child,White,Male,0,0,40,>50K
29,State-gov,33798,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,20,<=50K
41,Private,287037,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K
52,Private,108914,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
41,Private,332703,9,Divorced,Adm-clerical,Not-in-family,Other,Female,0,625,40,<=50K
40,Private,79036,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,>50K
43,Federal-gov,105936,11,Never-married,Prof-specialty,Not-in-family,White,Female,13550,0,40,>50K
48,Private,192791,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
39,Private,318416,6,Separated,Other-service,Own-child,Black,Female,0,0,12,<=50K
30,Private,121142,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,>50K
50,Private,95435,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,65,<=50K
51,Self-emp-not-inc,120781,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999,0,70,>50K
39,Private,33355,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,48,>50K
53,Private,302868,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K
28,Private,377869,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,<=50K
48,Self-emp-inc,481987,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
25,Private,64671,9,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K
33,Private,117779,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,46,>50K
45,Private,102771,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,>50K
55,Self-emp-not-inc,183810,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,>50K
49,?,228372,10,Married-civ-spouse,?,Husband,White,Male,0,0,20,>50K
68,Private,351711,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
17,Private,166242,6,Never-married,Other-service,Own-child,White,Female,0,0,15,<=50K
36,Private,182074,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,<=50K
37,Private,241998,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,>50K
70,Self-emp-inc,272896,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
30,Private,193598,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K
46,Self-emp-inc,168796,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,<=50K
25,Private,141706,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
26,Private,102476,13,Never-married,Prof-specialty,Own-child,White,Male,10520,0,64,>50K
51,Private,86373,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,25,<=50K
37,Local-gov,297449,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,>50K
46,Private,165953,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,>50K
49,Private,206947,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
48,Self-emp-not-inc,379883,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
34,Self-emp-not-inc,137223,6,Never-married,Other-service,Own-child,White,Female,0,0,40,<=50K
23,Private,180771,2,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,0,0,35,<=50K
50,Self-emp-not-inc,89737,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,<=50K
29,Private,168470,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,<=50K
33,Self-emp-not-inc,272359,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,80,>50K
34,Private,175856,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,>50K
35,Self-emp-not-inc,153066,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,>50K
53,Private,250034,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,>50K
27,Local-gov,230885,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,>50K
23,Private,132300,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,<=50K
54,Private,115912,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
51,Self-emp-inc,338260,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,>50K
45,Private,187969,11,Never-married,Sales,Not-in-family,White,Female,0,0,38,<=50K
39,Private,176186,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K
18,Private,120781,6,Never-married,Other-service,Own-child,White,Male,0,0,20,<=50K
25,Private,160445,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
21,Private,188923,10,Never-married,Sales,Own-child,White,Female,0,0,55,<=50K
18,Private,298860,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,<=50K
45,Local-gov,168191,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,>50K
18,Private,177648,9,Never-married,Sales,Own-child,White,Female,0,0,25,<=50K
30,Private,195488,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,<=50K
52,Private,282674,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,>50K
21,Private,25505,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,<=50K
53,Private,192386,9,Separated,Transport-moving,Unmarried,White,Male,0,0,45,<=50K
36,Private,79649,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
40,Private,185145,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
30,Private,177531,9,Never-married,Sales,Unmarried,Black,Female,0,0,25,<=50K
19,Local-gov,292962,9,Never-married,Craft-repair,Other-relative,Black,Female,0,0,40,<=50K
51,Self-emp-not-inc,388496,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,8,>50K
29,Private,227890,9,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,<=50K
