@relation all-data

@attribute score5 numeric
@attribute score2 numeric
@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}

@data
-15,-13,-10,True,True,True,True,9,7,3,15,1,11,South,True,False,True,False,South
184,-14,-11,True,True,True,True,10,9,2,14,1,10,South,True,False,True,False,South
183,-15,-12,True,True,True,True,6,6,6,13,1,9,South,True,False,True,False,South
382,184,-13,True,True,True,True,3,5,2,8,1,8,South,True,False,True,False,South
381,183,-14,True,True,True,True,3,1,5,11,1,7,South,True,False,True,False,South
380,382,-15,True,True,True,True,0,5,8,8,1,6,South,True,False,False,False,South
379,381,184,False,True,True,True,0,5,7,13,1,5,South,True,False,False,False,South
378,380,183,False,True,True,True,0,2,9,12,1,4,South,True,False,False,False,East
377,379,382,False,False,True,True,0,0,8,10,2,4,East,False,False,False,False,East
376,378,381,False,False,True,True,0,0,8,8,3,4,East,False,False,False,False,North
375,377,380,False,False,True,True,0,0,7,6,3,5,North,False,False,False,False,North
374,376,379,False,False,True,True,0,0,5,4,3,6,North,False,False,False,False,North
373,375,378,False,False,True,True,0,0,4,4,3,7,North,True,False,False,False,East
572,374,377,False,False,True,True,0,0,0,5,4,7,East,False,False,False,False,North
571,373,376,False,False,True,True,0,0,2,4,4,8,North,False,False,False,False,West
570,572,375,False,False,True,True,0,0,6,7,3,8,West,True,False,False,False,North
569,571,374,False,False,True,True,0,0,4,9,3,9,North,True,False,False,False,East
568,570,373,False,False,True,True,0,0,2,8,4,9,East,False,False,False,False,North
567,569,572,False,False,False,True,0,0,0,8,4,10,North,False,False,False,True,South
566,568,571,False,False,False,True,0,0,0,6,4,9,South,False,False,False,False,South
565,567,570,False,False,False,True,0,0,0,10,4,8,South,False,False,False,False,South
564,566,569,False,False,False,True,0,0,0,5,4,7,South,False,False,False,False,South
563,565,568,False,False,False,True,0,0,0,6,4,6,South,False,False,False,False,East
562,564,567,False,False,False,True,0,0,0,0,5,6,East,False,False,False,False,East
561,563,566,False,False,False,True,0,0,0,3,6,6,East,False,True,False,False,East
-6,-4,-1,True,True,True,True,15,16,16,16,1,18,Stop,True,False,False,True,South
-7,-5,-2,True,True,True,True,15,13,12,11,1,17,South,True,False,True,False,South
-8,-6,-3,True,True,True,True,13,7,7,12,1,16,South,True,False,False,False,South
-9,-7,-4,True,True,True,True,13,14,8,12,1,15,South,True,False,False,False,South
-10,-8,-5,True,True,True,True,9,7,11,12,1,14,South,True,False,False,False,South
-11,-9,-6,True,True,True,True,6,5,7,12,1,13,South,True,False,True,False,South
-12,-10,-7,True,True,True,True,1,9,9,12,1,12,South,True,False,False,False,South
-13,-11,-8,True,True,True,True,8,2,7,7,1,11,South,True,False,True,False,South
-14,-12,-9,True,True,True,True,6,7,11,9,1,10,South,True,False,True,False,South
185,-13,-10,True,True,True,True,1,8,7,8,1,9,South,True,False,True,False,South
384,-14,-11,True,True,True,True,8,6,5,7,1,8,South,True,False,True,False,South
383,185,-12,True,True,True,True,4,0,3,5,1,7,South,True,False,True,False,South
382,384,-13,True,True,True,True,5,5,4,3,1,6,South,True,False,False,False,East
381,383,-14,True,True,True,True,5,0,2,8,2,6,East,False,False,False,True,East
580,382,185,True,True,False,True,4,5,0,2,3,6,East,False,False,False,False,East
579,381,384,True,True,False,False,4,2,0,0,4,6,East,False,False,False,False,South
578,580,383,True,True,False,False,3,3,0,0,4,5,South,False,False,False,False,South
577,579,382,True,True,False,False,3,3,0,0,4,4,South,False,False,False,False,South
-6,-4,-1,True,True,True,True,15,15,11,18,1,18,Stop,True,False,False,True,South
-7,-5,-2,True,True,True,True,14,16,13,16,1,17,South,True,False,True,False,South
-8,-6,-3,True,True,True,True,14,13,9,17,1,16,South,True,False,False,False,South
-9,-7,-4,True,True,True,True,12,13,12,15,1,15,South,True,False,False,False,South
-10,-8,-5,True,True,True,True,11,10,12,11,1,14,South,True,False,False,False,South
-11,-9,-6,True,True,True,True,12,9,9,13,1,13,South,True,False,True,False,South
-12,-10,-7,True,True,True,True,7,11,9,14,1,12,South,True,False,False,False,South
-13,-11,-8,True,True,True,True,5,8,7,12,1,11,South,True,False,True,False,South
186,-12,-9,True,True,True,True,8,9,8,13,1,10,South,True,False,True,False,South
185,-13,-10,True,True,True,True,6,3,8,12,1,9,South,True,False,True,False,South
184,186,-11,True,True,True,True,7,7,10,13,1,8,South,True,False,True,False,South
183,185,-12,True,True,True,True,3,3,7,9,1,7,South,True,False,True,False,South
382,184,-13,True,True,True,True,5,2,7,8,1,6,South,True,False,False,False,South
381,183,186,True,False,True,True,2,0,8,10,1,5,South,True,False,False,False,East
380,382,185,True,False,True,True,2,0,7,8,2,5,East,False,False,False,False,East
579,381,184,True,False,True,True,3,0,10,9,3,5,East,False,False,False,False,East
578,380,183,True,False,True,True,2,0,3,7,4,5,East,False,False,False,False,North
577,579,382,False,False,True,True,0,0,5,6,4,6,North,False,False,False,False,North
576,578,381,False,False,True,True,0,0,3,8,4,7,North,False,False,False,False,North
575,577,380,False,False,True,True,0,0,0,0,4,8,North,False,False,False,False,North
574,576,579,False,False,False,True,0,0,0,4,4,9,North,False,False,False,False,South
573,575,578,False,False,False,True,0,0,0,6,4,8,South,False,False,False,False,South
572,574,577,False,False,False,True,0,0,0,8,4,7,South,False,False,False,False,South
571,573,576,False,False,False,True,0,0,0,6,4,6,South,False,False,False,False,East
570,572,575,False,False,False,True,0,0,0,5,5,6,East,False,False,False,False,East
-6,-4,-1,True,True,True,True,16,16,15,16,1,18,Stop,True,False,False,True,South
-7,-5,-2,True,True,True,True,14,14,15,21,1,17,South,True,False,True,False,South
-8,-6,-3,True,True,True,True,13,13,13,15,1,16,South,True,False,False,False,South
-9,-7,-4,True,True,True,True,11,11,11,11,1,15,South,True,False,False,False,South
-10,-8,-5,True,True,True,True,10,7,10,11,1,14,South,True,False,False,False,South
-11,-9,-6,True,True,True,True,10,8,8,12,1,13,South,True,False,True,False,South
188,-10,-7,True,True,True,True,8,9,5,12,1,12,South,True,False,False,False,South
187,-11,-8,True,True,True,True,5,7,5,9,1,11,South,True,False,True,False,South
386,188,-9,True,True,True,True,6,7,4,6,1,10,South,True,False,True,False,South
385,187,-10,True,True,True,True,5,6,6,9,1,9,South,True,False,True,False,South
384,386,-11,True,True,True,True,6,8,2,7,1,8,South,True,False,True,False,South
383,385,188,False,True,True,True,0,5,3,8,1,7,South,True,False,True,False,South
382,384,187,False,True,True,True,0,2,8,8,1,6,South,True,False,False,False,South
381,383,386,False,False,True,True,0,0,5,9,1,5,South,True,False,False,False,South
380,382,385,False,False,True,True,0,0,7,10,1,4,South,True,False,False,False,East
579,381,384,False,False,True,True,0,0,7,7,2,4,East,False,False,False,False,East
578,380,383,False,False,True,True,0,0,0,9,3,4,East,False,False,False,False,North
577,579,382,False,False,True,True,0,0,3,7,3,5,North,False,False,False,False,North
576,578,381,False,False,True,True,0,0,7,3,3,6,North,False,False,False,False,North
575,577,380,False,False,True,True,0,0,0,6,3,7,North,True,False,False,False,North
574,576,579,False,False,False,True,0,0,0,6,3,8,North,True,False,False,False,South
573,575,578,False,False,False,True,0,0,0,3,3,7,South,True,False,False,False,South
572,574,577,False,False,False,True,0,0,0,6,3,6,South,False,False,False,False,East
571,573,576,False,False,False,True,0,0,0,7,4,6,East,False,False,False,False,East
-6,-4,-1,True,True,True,True,12,14,18,21,4,12,Stop,False,False,False,True,East
-7,-5,-2,True,True,True,True,11,13,16,20,5,12,East,False,False,False,True,East
-8,-6,-3,True,True,True,True,10,16,15,20,6,12,East,False,False,False,True,East
-9,-7,-4,True,True,True,True,10,12,15,19,7,12,East,False,False,False,True,South
-10,-8,-5,True,True,True,True,13,14,17,17,7,11,South,False,False,False,False,South
-11,-9,-6,True,True,True,True,2,11,15,17,7,10,South,False,False,False,False,East
-12,-10,-7,True,True,True,True,5,11,13,17,8,10,East,False,False,False,False,South
-13,-11,-8,True,True,True,True,8,11,11,16,8,9,South,False,False,False,False,East
-14,-12,-9,True,True,True,True,4,10,13,12,9,9,East,False,False,False,False,South
-15,-13,-10,True,True,True,True,7,8,13,14,9,8,South,False,False,False,False,South
-16,-14,-11,True,True,True,True,2,9,18,17,9,7,South,False,False,False,False,South
183,-15,-12,True,True,True,True,3,9,14,16,9,6,South,False,False,False,False,South
182,-16,-13,True,True,True,True,3,6,12,14,9,5,South,False,False,False,False,West
181,183,-14,True,True,True,True,2,5,16,21,8,5,West,False,False,False,False,West
180,182,-15,True,True,True,True,2,9,17,20,7,5,West,False,False,False,False,South
179,181,-16,True,True,True,True,1,8,15,22,7,4,South,False,False,False,False,East
178,180,183,False,True,True,True,0,7,13,20,8,4,East,False,False,False,False,South
177,179,182,False,True,True,True,0,4,15,24,8,3,South,False,True,False,False,East
176,178,181,False,True,True,True,0,6,14,23,9,3,East,False,True,False,False,East
175,177,180,False,True,True,True,0,6,16,25,10,3,East,False,True,False,False,East
174,176,179,False,True,True,True,0,6,11,19,11,3,East,False,True,False,False,North
173,175,178,False,True,True,True,0,8,10,16,11,4,North,False,False,False,False,North
172,174,177,False,True,True,True,0,7,7,18,11,5,North,False,False,False,False,North
171,173,176,False,True,True,True,0,9,14,15,11,6,North,False,False,False,False,North
370,172,175,False,True,True,True,0,9,5,16,11,7,North,False,False,False,False,East
369,171,174,False,True,True,True,0,7,5,21,12,7,East,False,False,False,False,North
368,370,173,False,True,True,True,0,8,2,11,12,8,North,False,False,False,False,East
367,369,172,False,True,True,True,0,6,1,11,13,8,East,False,False,False,False,East
366,368,171,False,True,True,True,0,6,1,12,14,8,East,False,False,False,False,East
365,367,370,False,True,False,True,0,5,0,9,15,8,East,False,False,False,False,South
364,366,369,False,True,False,True,0,5,0,9,15,7,South,False,False,False,False,South
563,365,368,False,True,False,True,0,2,0,10,15,6,South,False,False,False,False,South
562,364,367,False,True,False,True,0,3,0,11,15,5,South,False,False,False,False,South
561,563,366,False,True,False,True,0,2,0,10,15,4,South,False,False,False,False,West
560,562,365,False,True,False,True,0,0,0,17,14,4,West,False,False,False,False,West
559,561,364,False,True,False,True,0,1,0,17,13,4,West,False,False,False,False,South
558,560,563,False,False,False,True,0,0,0,8,13,3,South,False,True,False,False,West
557,559,562,False,False,False,True,0,0,0,11,12,3,West,False,True,False,False,North
556,558,561,False,False,False,True,0,0,0,14,12,4,North,False,False,False,False,East
555,557,560,False,False,False,True,0,0,0,12,13,4,East,False,False,False,False,East
554,556,559,False,False,False,True,0,0,0,14,14,4,East,False,False,False,False,East
553,555,558,False,False,False,True,0,0,0,12,15,4,East,False,False,False,False,East
552,554,557,False,False,False,True,0,0,0,11,16,4,East,False,False,False,False,East
551,553,556,False,False,False,True,0,0,0,8,17,4,East,False,False,False,False,East
550,552,555,False,False,False,True,0,0,0,14,18,4,East,False,False,False,False,North
549,551,554,False,False,False,True,0,0,0,11,18,5,North,False,False,False,False,North
548,550,553,False,False,False,True,0,0,0,7,18,6,North,False,False,False,False,North
-6,-4,-1,True,True,True,True,13,12,11,21,4,12,Stop,False,False,False,True,South
-7,-5,-2,True,True,True,True,12,11,16,17,4,11,South,False,False,False,False,South
-8,-6,-3,True,True,True,True,13,8,15,19,4,10,South,False,False,False,False,South
-9,-7,-4,True,True,True,True,4,8,16,19,4,9,South,False,False,False,False,East
-10,-8,-5,True,True,True,True,9,8,15,19,5,9,East,False,False,False,False,South
-11,-9,-6,True,True,True,True,7,5,17,17,5,8,South,False,False,False,False,South
-12,-10,-7,True,True,True,True,2,4,16,21,5,7,South,False,False,False,False,South
-13,-11,-8,True,True,True,True,6,9,19,19,5,6,South,False,False,False,False,South
-14,-12,-9,True,True,True,True,4,6,18,18,5,5,South,False,False,False,False,South
-15,-13,-10,True,True,True,True,5,6,20,17,5,4,South,False,False,False,False,East
184,-14,-11,True,True,True,True,4,2,17,18,6,4,East,False,False,False,False,South
183,-15,-12,True,True,True,True,2,5,22,17,6,3,South,False,True,False,False,North
182,184,-13,True,True,True,True,1,4,15,18,6,4,North,False,False,False,False,East
181,183,-14,True,True,True,True,4,1,15,13,7,4,East,False,False,False,False,North
380,182,-15,True,True,True,True,1,3,13,18,7,5,North,False,False,False,False,East
379,181,184,False,True,True,True,0,2,13,12,8,5,East,False,False,False,False,North
378,380,183,False,True,True,True,0,3,13,15,8,6,North,False,False,False,False,North
377,379,182,False,True,True,True,0,3,10,15,8,7,North,False,False,False,False,East
376,378,181,False,True,True,True,0,2,9,15,9,7,East,False,False,False,False,East
375,377,380,False,False,True,True,0,0,11,11,10,7,East,False,False,False,False,East
374,376,379,False,False,True,True,0,0,9,11,11,7,East,False,False,False,False,East
373,375,378,False,False,True,True,0,0,6,11,12,7,East,False,False,False,False,East
572,374,377,False,False,True,True,0,0,5,8,13,7,East,False,False,False,False,North
571,373,376,False,False,True,True,0,0,4,12,13,8,North,False,False,False,False,North
570,572,375,False,False,True,True,0,0,2,15,13,9,North,False,False,False,False,North
569,571,374,False,False,True,True,0,0,1,12,13,10,North,False,False,False,False,East
568,570,373,False,False,True,True,0,0,0,10,14,10,East,False,False,False,False,North
567,569,572,False,False,False,True,0,0,0,12,14,11,North,False,False,False,False,East
566,568,571,False,False,False,True,0,0,0,12,15,11,East,False,False,False,False,South
565,567,570,False,False,False,True,0,0,0,9,15,10,South,False,False,False,False,South
564,566,569,False,False,False,True,0,0,0,11,15,9,South,False,False,False,False,South
563,565,568,False,False,False,True,0,0,0,11,15,8,South,False,False,False,False,East
562,564,567,False,False,False,True,0,0,0,9,16,8,East,False,False,False,False,East
561,563,566,False,False,False,True,0,0,0,7,17,8,East,False,False,False,False,East
560,562,565,False,False,False,True,0,0,0,7,18,8,East,False,False,False,False,East
-6,-4,-1,True,True,True,True,16,13,17,20,4,12,Stop,False,False,False,True,South
-7,-5,-2,True,True,True,True,11,13,18,20,4,11,South,False,False,False,False,East
-8,-6,-3,True,True,True,True,11,10,13,20,5,11,East,False,False,False,False,East
-9,-7,-4,True,True,True,True,16,17,12,21,6,11,East,False,False,False,False,South
-10,-8,-5,True,True,True,True,10,10,14,17,6,10,South,False,False,False,False,South
-11,-9,-6,True,True,True,True,5,10,15,17,6,9,South,False,False,False,False,East
188,-10,-7,True,True,True,True,2,8,14,16,7,9,East,False,False,False,False,South
187,-11,-8,True,True,True,True,5,7,15,18,7,8,South,False,False,False,False,South
186,188,-9,True,True,True,True,3,11,17,12,7,7,South,False,False,False,False,East
185,187,-10,True,True,True,True,2,5,15,17,8,7,East,False,False,False,False,South
184,186,-11,True,True,True,True,1,10,16,18,8,6,South,False,False,False,False,South
183,185,188,False,True,True,True,0,7,19,17,8,5,South,False,False,False,False,East
182,184,187,False,True,True,True,0,7,21,11,9,5,East,False,False,False,False,East
181,183,186,False,True,True,True,0,6,20,12,10,5,East,False,False,False,False,East
180,182,185,False,True,True,True,0,4,17,10,11,5,East,False,False,False,False,East
179,181,184,False,True,True,True,0,4,13,7,12,5,East,False,False,False,False,East
378,180,183,False,True,True,True,0,3,14,8,13,5,East,False,False,False,False,North
377,179,182,False,True,True,True,0,1,13,4,13,6,North,False,False,False,False,East
376,378,181,False,True,True,True,0,2,12,7,14,6,East,False,False,False,False,East
575,377,180,False,True,True,True,0,4,17,5,15,6,East,False,False,False,False,East
574,376,179,False,True,True,True,0,3,13,2,16,6,East,False,False,False,False,South
573,575,378,False,False,True,True,0,0,12,5,16,5,South,False,False,False,False,East
572,574,377,False,False,True,True,0,0,13,2,17,5,East,False,False,False,False,East
571,573,376,False,False,True,True,0,0,9,1,18,5,East,False,False,False,False,North
570,572,575,False,False,True,False,0,0,9,0,18,6,North,False,False,False,False,North
569,571,574,False,False,True,False,0,0,10,0,18,7,North,False,False,False,False,North
568,570,573,False,False,True,False,0,0,10,0,18,8,North,False,False,False,False,North
567,569,572,False,False,True,False,0,0,7,0,18,9,North,False,False,False,False,East
566,568,571,False,False,True,False,0,0,7,0,19,9,East,False,False,False,False,East
565,567,570,False,False,True,False,0,0,4,0,20,9,East,False,False,False,False,East
-6,-4,-1,True,True,True,True,15,9,18,17,4,12,Stop,False,False,False,True,South
-7,-5,-2,True,True,True,True,17,14,8,20,4,11,South,False,False,False,False,East
-8,-6,-3,True,True,True,True,14,11,12,17,5,11,East,False,False,False,False,South
-9,-7,-4,True,True,True,True,11,12,13,19,5,10,South,False,False,False,False,East
-10,-8,-5,True,True,True,True,11,12,12,19,6,10,East,False,False,False,False,South
-11,-9,-6,True,True,True,True,9,6,12,16,6,9,South,False,False,False,False,East
-12,-10,-7,True,True,True,True,9,8,11,13,7,9,East,False,False,False,False,South
-13,-11,-8,True,True,True,True,9,0,10,14,7,8,South,False,False,False,False,East
-14,-12,-9,True,True,True,True,5,2,12,14,8,8,East,False,False,False,False,East
185,-13,-10,True,True,True,True,4,2,11,15,9,8,East,False,False,False,False,East
184,-14,-11,True,True,True,True,1,0,5,18,10,8,East,False,False,False,False,South
183,185,-12,True,True,True,True,3,3,9,13,10,7,South,False,False,False,False,West
182,184,-13,True,True,True,True,2,5,7,17,9,7,West,False,False,False,False,South
181,183,-14,True,True,True,True,1,5,11,19,9,6,South,False,False,False,False,West
180,182,185,False,True,True,True,0,1,11,20,8,6,West,False,False,False,False,East
179,181,184,False,True,True,True,0,8,12,20,9,6,East,False,False,False,False,East
178,180,183,False,True,True,True,0,5,9,15,10,6,East,False,False,False,False,East
377,179,182,False,True,True,True,0,6,15,16,11,6,East,False,False,False,False,East
376,178,181,False,True,True,True,0,3,12,17,12,6,East,False,False,False,False,East
375,377,180,False,True,True,True,0,2,6,14,13,6,East,False,False,False,False,North
374,376,179,False,True,True,True,0,2,9,13,13,7,North,False,False,False,False,East
373,375,178,False,True,True,True,0,0,9,14,14,7,East,False,False,False,False,South
372,374,377,False,False,True,True,0,0,14,12,14,6,South,False,False,False,False,South
371,373,376,False,False,True,True,0,0,11,15,14,5,South,False,False,False,False,South
370,372,375,False,False,True,True,0,0,13,15,14,4,South,False,False,False,False,South
369,371,374,False,False,True,True,0,0,13,12,14,3,South,False,True,False,False,North
368,370,373,False,False,True,True,0,0,15,14,14,4,North,False,False,False,False,North
367,369,372,False,False,True,True,0,0,13,10,14,5,North,False,False,False,False,North
366,368,371,False,False,True,True,0,0,9,11,14,6,North,False,False,False,False,East
365,367,370,False,False,True,True,0,0,10,9,15,6,East,False,False,False,False,North
364,366,369,False,False,True,True,0,0,8,9,15,7,North,False,False,False,False,North
363,365,368,False,False,True,True,0,0,7,9,15,8,North,False,False,False,False,North
562,364,367,False,False,True,True,0,0,9,9,15,9,North,False,False,False,False,North
561,363,366,False,False,True,True,0,0,1,9,15,10,North,False,False,False,False,North
560,562,365,False,False,True,True,0,0,3,8,15,11,North,False,False,False,False,East
559,561,364,False,False,True,True,0,0,2,9,16,11,East,False,False,False,False,East
558,560,363,False,False,True,True,0,0,1,8,17,11,East,False,False,False,False,East
557,559,562,False,False,False,True,0,0,0,7,18,11,East,False,False,False,False,South
556,558,561,False,False,False,True,0,0,0,5,18,10,South,False,False,False,False,East
555,557,560,False,False,False,True,0,0,0,3,19,10,East,False,False,False,False,South
554,556,559,False,False,False,True,0,0,0,4,19,9,South,False,False,False,False,East
-6,-4,-1,True,True,True,True,13,14,14,22,4,12,Stop,False,False,False,True,South
-7,-5,-2,True,True,True,True,10,11,17,20,4,11,South,False,False,False,False,East
-8,-6,-3,True,True,True,True,12,11,9,13,5,11,East,False,False,False,False,South
-9,-7,-4,True,True,True,True,10,11,15,19,5,10,South,False,False,False,False,East
190,-8,-5,True,True,True,True,10,7,9,21,6,10,East,False,False,False,False,South
189,-9,-6,True,True,True,True,7,10,12,19,6,9,South,False,False,False,False,East
188,190,-7,True,True,True,True,9,6,12,16,7,9,East,False,False,False,False,South
187,189,-8,True,True,True,True,2,8,12,15,7,8,South,False,False,False,False,East
386,188,-9,True,True,True,True,2,3,13,13,8,8,East,False,False,False,False,South
385,187,190,False,True,True,True,0,6,15,13,8,7,South,False,False,False,False,East
384,386,189,False,True,True,True,0,4,13,13,9,7,East,False,False,False,False,East
383,385,188,False,True,True,True,0,1,11,13,10,7,East,False,False,False,False,East
382,384,187,False,True,True,True,0,1,10,13,11,7,East,False,False,False,False,North
381,383,386,False,False,True,True,0,0,11,13,11,8,North,False,False,False,False,East
380,382,385,False,False,True,True,0,0,9,13,12,8,East,False,False,False,False,North
379,381,384,False,False,True,True,0,0,10,12,12,9,North,False,False,False,False,East
378,380,383,False,False,True,True,0,0,13,9,13,9,East,False,False,False,False,East
377,379,382,False,False,True,True,0,0,13,5,14,9,East,False,False,False,False,North
376,378,381,False,False,True,True,0,0,11,11,14,10,North,False,False,False,False,East
375,377,380,False,False,True,True,0,0,9,6,15,10,East,False,False,False,False,East
374,376,379,False,False,True,True,0,0,5,7,16,10,East,False,False,False,False,East
373,375,378,False,False,True,True,0,0,6,6,17,10,East,False,False,False,False,East
372,374,377,False,False,True,True,0,0,3,8,18,10,East,False,False,False,False,East
371,373,376,False,False,True,True,0,0,2,4,19,10,East,False,False,False,False,North
370,372,375,False,False,True,True,0,0,0,7,19,11,North,False,False,False,False,South
369,371,374,False,False,True,True,0,0,3,0,19,10,South,False,False,False,False,East
368,370,373,False,False,True,True,0,0,8,6,20,10,East,False,False,False,False,East
367,369,372,False,False,True,True,0,0,4,5,21,10,East,False,False,False,False,East
566,368,371,False,False,True,True,0,0,2,2,22,10,East,False,False,False,False,North
565,367,370,False,False,True,True,0,0,5,4,22,11,North,False,False,False,False,West
564,566,369,False,False,True,True,0,0,3,1,21,11,West,False,False,False,False,West
563,565,368,False,False,True,True,0,0,2,6,20,11,West,False,False,False,False,West
562,564,367,False,False,True,True,0,0,2,5,19,11,West,False,False,False,False,North
194,-4,-1,True,True,True,True,12,7,8,18,1,11,Stop,True,False,False,True,South
193,-5,-2,True,True,True,True,10,4,6,16,1,10,South,True,False,True,False,South
192,194,-3,True,True,True,True,14,3,7,13,1,9,South,True,False,False,False,East
191,193,-4,True,True,True,True,8,4,1,15,2,9,East,False,False,False,True,East
190,192,-5,True,True,True,True,9,2,3,13,3,9,East,False,False,False,True,East
389,191,194,True,False,True,True,8,0,3,15,4,9,East,False,False,False,True,East
388,190,193,True,False,True,True,7,0,3,12,5,9,East,False,False,False,False,North
387,389,192,True,False,True,True,8,0,4,14,5,10,North,True,False,False,False,East
386,388,191,True,False,True,True,9,0,2,13,6,10,East,False,False,True,False,North
385,387,190,True,False,True,True,8,0,2,14,6,11,North,False,False,False,True,East
384,386,389,True,False,False,True,7,0,0,11,7,11,East,False,True,False,True,East
383,385,388,True,False,False,True,7,0,0,14,8,11,East,False,True,False,True,West
382,384,387,True,False,False,True,8,0,0,15,7,11,West,False,True,False,True,West
381,383,386,True,False,False,True,7,0,0,12,6,11,West,False,False,False,True,South
380,382,385,True,False,False,True,5,0,0,12,6,10,South,False,False,True,False,South
379,381,384,True,False,False,True,4,0,0,10,6,9,South,False,False,False,False,South
378,380,383,True,False,False,True,0,0,0,11,6,8,South,False,False,False,False,South
377,379,382,True,False,False,True,1,0,0,11,6,7,South,False,True,False,False,East
376,378,381,True,False,False,True,5,0,0,13,7,7,East,False,True,False,False,East
375,377,380,True,False,False,True,6,0,0,10,8,7,East,False,False,False,False,South
374,376,379,True,False,False,True,6,0,0,9,8,6,South,True,False,False,False,South
373,375,378,True,False,False,True,5,0,0,13,8,5,South,False,False,False,False,West
572,374,377,True,False,False,True,4,0,0,14,7,5,West,False,False,False,True,South
571,373,376,True,False,False,True,3,0,0,16,7,4,South,False,False,False,False,West
570,572,375,True,False,False,True,4,0,0,15,6,4,West,False,False,False,False,West
569,571,374,True,False,False,True,3,0,0,20,5,4,West,False,False,False,False,West
568,570,373,True,False,False,True,3,0,0,19,4,4,West,False,False,False,False,West
567,569,572,False,False,False,True,0,0,0,19,3,4,West,False,False,False,False,East
566,568,571,False,False,False,True,0,0,0,17,4,4,East,False,False,False,False,East
565,567,570,False,False,False,True,0,0,0,16,5,4,East,False,False,False,False,East
564,566,569,False,False,False,True,0,0,0,16,6,4,East,False,False,False,False,East
563,565,568,False,False,False,True,0,0,0,16,7,4,East,False,False,False,False,East
562,564,567,False,False,False,True,0,0,0,18,8,4,East,False,False,False,False,East
561,563,566,False,False,False,True,0,0,0,12,9,4,East,False,False,False,False,East
560,562,565,False,False,False,True,0,0,0,10,10,4,East,False,False,False,False,North
559,561,564,False,False,False,True,0,0,0,11,10,5,North,False,False,False,False,East
558,560,563,False,False,False,True,0,0,0,6,11,5,East,False,False,False,True,East
-7,-5,-2,True,True,True,True,12,10,9,16,1,11,Stop,True,False,False,True,South
-8,-6,-3,True,True,True,True,9,9,6,16,1,10,South,True,False,True,False,South
191,-7,-4,True,True,True,True,9,5,9,16,1,9,South,True,False,False,False,East
190,-8,-5,True,True,True,True,8,8,3,14,2,9,East,False,False,False,True,East
189,191,-6,True,True,True,True,4,1,8,14,3,9,East,False,False,False,True,East
388,190,-7,True,True,True,True,7,4,4,11,4,9,East,False,False,False,True,East
387,189,-8,True,True,True,True,5,3,2,17,5,9,East,False,False,False,False,South
386,388,191,True,False,True,True,3,0,4,11,5,8,South,False,False,False,False,North
385,387,190,True,False,True,True,7,0,1,14,5,9,North,False,False,False,False,North
384,386,189,True,False,True,True,9,0,3,10,5,10,North,True,False,False,False,East
383,385,388,True,False,False,True,5,0,0,9,6,10,East,False,False,True,False,South
382,384,387,True,False,False,True,4,0,0,7,6,9,South,False,False,False,False,South
381,383,386,True,False,False,True,5,0,0,11,6,8,South,False,False,False,False,East
380,382,385,True,False,False,True,5,0,0,12,7,8,East,False,False,False,False,South
579,381,384,True,False,False,True,4,0,0,9,7,7,South,False,True,False,False,East
578,380,383,True,False,False,True,11,0,0,10,8,7,East,False,False,False,False,South
577,579,382,True,False,False,True,3,0,0,12,8,6,South,True,False,False,False,South
576,578,381,True,False,False,True,2,0,0,18,8,5,South,False,False,False,False,West
575,577,380,True,False,False,True,3,0,0,16,7,5,West,False,False,False,True,West
574,576,579,False,False,False,True,0,0,0,15,6,5,West,False,False,False,True,East
573,575,578,False,False,False,True,0,0,0,16,7,5,East,False,False,False,True,East
572,574,577,False,False,False,True,0,0,0,11,8,5,East,False,False,False,False,North
571,573,576,False,False,False,True,0,0,0,7,8,6,North,True,False,False,False,North
570,572,575,False,False,False,True,0,0,0,10,8,7,North,False,False,False,False,North
569,571,574,False,False,False,True,0,0,0,8,8,8,North,False,False,False,False,North
568,570,573,False,False,False,True,0,0,0,7,8,9,North,False,False,False,True,East
567,569,572,False,False,False,True,0,0,0,10,9,9,East,False,False,False,True,East
566,568,571,False,False,False,True,0,0,0,8,10,9,East,False,False,False,False,East
565,567,570,False,False,False,True,0,0,0,8,11,9,East,False,True,False,False,East
564,566,569,False,False,False,True,0,0,0,3,12,9,East,False,False,False,True,East
-6,-4,-1,True,True,True,True,12,5,5,19,1,11,Stop,True,False,False,True,East
193,-5,-2,True,True,True,True,15,6,7,17,2,11,East,False,True,False,True,East
192,-6,-3,True,True,True,True,9,3,5,16,3,11,East,False,True,False,True,East
191,193,-4,True,True,True,True,5,2,3,7,4,11,East,False,True,False,True,East
190,192,-5,True,True,True,True,6,0,4,13,5,11,East,False,False,False,True,East
189,191,-6,True,True,True,True,7,2,1,13,6,11,East,False,False,False,True,South
188,190,193,True,False,True,True,5,0,4,13,6,10,South,False,False,True,False,North
